1	sp	0.0125	0.4725
2	PLEASE	0.4725	0.8225
3	CALL	0.8225	1.1025
4	STELLA	1.1025	1.8125
5	sp	1.8125	2.0325
6	ASK	2.0325	2.3925
7	HER	2.3925	2.4925
8	TO	2.4925	2.7025
9	BRING	2.7025	3.0125
10	THESE	3.0125	3.2025
11	sp	3.2025	3.2325
12	THINGS	3.2325	3.5625
13	sp	3.5625	3.6225
14	WITH	3.6225	3.7825
15	HER	3.7825	4.1225
16	FROM	4.1225	4.4025
17	THE	4.4025	4.4925
18	STORE	4.4925	4.9625
19	sp	4.9625	5.1725
20	SIX	5.1725	5.4825
21	SPOONS	5.4825	5.9325
22	OF	5.9325	6.0425
23	sp	6.0425	6.0725
24	FRESH	6.0725	6.4925
25	sp	6.4925	6.8025
26	SNOW	6.8025	7.2425
27	PEAS	7.2425	7.7425
28	sp	7.7425	8.5425
29	FIVE	8.5425	8.8025
30	sp	8.8025	8.9725
31	THICK	8.9725	9.1725
32	sp	9.1725	9.4625
33	SLABS	9.4625	9.9725
34	OF	9.9725	10.1125
35	BLUE	10.1125	10.4225
36	CHEESE	10.4225	11.0725
37	sp	11.0725	11.3725
38	AND	11.3725	11.6425
39	MAYBE	11.6425	12.3225
40	sp	12.3225	12.3425
41	A	12.3425	12.3725
42	SNACK	12.3725	12.7825
43	FOR	12.7825	13.0025
44	HER	13.0025	13.2025
45	BROTHER	13.2025	13.6325
46	BOB	13.6325	14.0425
47	sp	14.0425	15.0425
48	WE	15.0425	15.1425
49	ALSO	15.1425	15.5025
50	NEED	15.5025	15.8725
51	A	15.8725	15.9225
52	SMALL	15.9225	16.3325
53	PLASTIC	16.3325	16.7925
54	SNAKE	16.7925	17.3125
55	AND	17.3125	17.6825
56	A	17.6825	17.8725
57	BIG	17.8725	18.0225
58	TOY	18.0225	18.4525
59	sp	18.4525	18.9925
60	FROG	18.9925	19.3325
61	sp	19.3325	19.4925
62	FOR	19.4925	19.7125
63	THE	19.7125	19.8625
64	KIDS	19.8625	20.3625
65	sp	20.3625	20.9325
66	SHE	20.9325	21.0625
67	CAN	21.0625	21.2925
68	SCOOP	21.2925	21.9325
69	sp	21.9325	21.9825
70	THESE	21.9825	22.2825
71	THINGS	22.2825	22.6225
72	INTO	22.6225	22.9925
73	THREE	22.9925	23.3225
74	RED	23.3225	23.5825
75	BAGS	23.5825	24.1825
76	AND	24.1825	24.4225
77	WE	24.4225	24.5025
78	WILL	24.5025	24.6625
79	GO	24.6625	25.0225
80	MEET	25.0225	25.2825
81	sp	25.2825	25.3925
82	HER	25.3925	25.7525
83	sp	25.7525	26.3125
84	WEDNESDAY	26.3125	27.1825
85	sp	27.1825	27.3825
86	AT	27.3825	27.5225
87	THE	27.5225	27.6225
88	TRAIN	27.6225	27.9525
89	STATION	27.9525	28.3825
90	sp	28.3825	29.8325
