1	sp	0.0125	0.0825
2	PLEASE	0.0825	0.5025
3	sp	0.5025	0.5725
4	CALL	0.5725	0.9025
5	STELLA	0.9025	1.4725
6	sp	1.4725	2.1825
7	ASK	2.1825	2.5825
8	HER	2.5825	2.7725
9	sp	2.7725	2.8325
10	TO	2.8325	2.9325
11	BRING	2.9325	3.2525
12	THESE	3.2525	3.4725
13	THINGS	3.4725	3.8025
14	WITH	3.8025	3.9725
15	HER	3.9725	4.1425
16	FROM	4.1425	4.4325
17	THE	4.4325	4.4925
18	STORE	4.4925	4.9325
19	sp	4.9325	5.4625
20	SIX	5.4625	5.9125
21	SPOONS	5.9125	6.4925
22	sp	6.4925	6.5825
23	OF	6.5825	6.6525
24	FRESH	6.6525	7.1525
25	SNOW	7.1525	7.5725
26	PEAS	7.5725	7.9825
27	sp	7.9825	8.5825
28	FIVE	8.5825	8.8625
29	sp	8.8625	9.0925
30	THICK	9.0925	9.3525
31	sp	9.3525	9.5225
32	SLABS	9.5225	10.0625
33	sp	10.0625	10.0825
34	OF	10.0825	10.2025
35	BLUE	10.2025	10.4725
36	CHEESE	10.4725	10.9225
37	sp	10.9225	11.2025
38	AND	11.2025	11.3825
39	MAYBE	11.3825	11.7025
40	A	11.7025	11.7325
41	SNACK	11.7325	12.2025
42	sp	12.2025	12.3125
43	FOR	12.3125	12.4825
44	HER	12.4825	12.5425
45	BROTHER	12.5425	12.8625
46	BOB	12.8625	13.2125
47	sp	13.2125	13.7925
48	WE	13.7925	13.9425
49	ALSO	13.9425	14.2925
50	NEED	14.2925	14.7525
51	A	14.7525	14.8125
52	SMALL	14.8125	15.3225
53	PLASTIC	15.3225	15.8025
54	SNAKE	15.8025	16.2825
55	sp	16.2825	16.5425
56	AND	16.5425	16.7125
57	A	16.7125	16.7425
58	BIG	16.7425	17.0925
59	sp	17.0925	17.1625
60	TOY	17.1625	17.4225
61	FROG	17.4225	17.9325
62	sp	17.9325	18.2525
63	FOR	18.2525	18.3925
64	THE	18.3925	18.4525
65	KIDS	18.4525	18.8225
66	sp	18.8225	19.4925
67	SHE	19.4925	19.6325
68	CAN	19.6325	19.7725
69	SCOOP	19.7725	20.2125
70	THESE	20.2125	20.5125
71	sp	20.5125	20.5625
72	THINGS	20.5625	20.9325
73	sp	20.9325	20.9625
74	INTO	20.9625	21.1325
75	THREE	21.1325	21.5325
76	RED	21.5325	21.7525
77	BAGS	21.7525	22.2425
78	sp	22.2425	22.5325
79	AND	22.5325	22.6425
80	WE	22.6425	22.7625
81	WILL	22.7625	22.9125
82	sp	22.9125	23.0125
83	GO	23.0125	23.2225
84	MEET	23.2225	23.5925
85	HER	23.5925	23.8225
86	WEDNESDAY	23.8225	24.4825
87	sp	24.4825	24.7325
88	AT	24.7325	24.9725
89	sp	24.9725	25.0125
90	THE	25.0125	25.1125
91	TRAIN	25.1125	25.3825
92	STATION	25.3825	25.8925
93	sp	25.8925	26.4625
