1	sp	0.0125	0.3925
2	PLEASE	0.3925	0.7925
3	CALL	0.7925	1.0825
4	STELLA	1.0825	1.5125
5	sp	1.5125	1.9125
6	ASK	1.9125	2.3525
7	sp	2.3525	2.4225
8	HER	2.4225	2.6225
9	TO	2.6225	2.8625
10	BRING	2.8625	3.2025
11	THESE	3.2025	3.3525
12	THINGS	3.3525	3.7925
13	sp	3.7925	4.3425
14	WITH	4.3425	4.6225
15	sp	4.6225	4.6825
16	HER	4.6825	4.8625
17	FROM	4.8625	5.2525
18	THE	5.2525	5.3625
19	STORE	5.3625	5.8425
20	sp	5.8425	6.5425
21	SIX	6.5425	6.8725
22	SPOONS	6.8725	7.5425
23	sp	7.5425	8.1325
24	OF	8.1325	8.2825
25	FRESH	8.2825	8.6025
26	SNOW	8.6025	9.0025
27	PEAS	9.0025	9.4725
28	sp	9.4725	9.8525
29	FIVE	9.8525	10.1425
30	THICK	10.1425	10.4925
31	sp	10.4925	10.6325
32	SLABS	10.6325	11.1325
33	OF	11.1325	11.3725
34	sp	11.3725	11.4225
35	BLUE	11.4225	11.6025
36	CHEESE	11.6025	11.9825
37	sp	11.9825	12.4425
38	AND	12.4425	12.6425
39	MAYBE	12.6425	13.0525
40	A	13.0525	13.1425
41	SNACK	13.1425	13.5025
42	FOR	13.5025	13.7225
43	HER	13.7225	13.8825
44	BROTHER	13.8825	14.1825
45	BOB	14.1825	14.4925
46	sp	14.4925	15.0825
47	WE	15.0825	15.2525
48	ALSO	15.2525	15.5025
49	NEED	15.5025	15.7125
50	A	15.7125	15.7625
51	SMALL	15.7625	16.1025
52	PLASTIC	16.1025	16.5825
53	SNAKE	16.5825	16.9825
54	sp	16.9825	17.3525
55	AND	17.3525	17.4825
56	A	17.4825	17.5325
57	BIG	17.5325	17.7725
58	sp	17.7725	17.7925
59	TOY	17.7925	18.0625
60	FROG	18.0625	18.5325
61	sp	18.5325	18.8025
62	FOR	18.8025	18.9925
63	THE	18.9925	19.0825
64	KIDS	19.0825	19.4825
65	sp	19.4825	20.2525
66	SHE	20.2525	20.4325
67	CAN	20.4325	20.6825
68	SCOOP	20.6825	21.0825
69	THESE	21.0825	21.6525
70	sp	21.6525	21.7825
71	THINGS	21.7825	22.1425
72	sp	22.1425	22.2325
73	INTO	22.2325	22.5225
74	THREE	22.5225	23.0125
75	sp	23.0125	23.0425
76	RED	23.0425	23.3025
77	BAGS	23.3025	23.6225
78	sp	23.6225	24.1625
79	AND	24.1625	24.3225
80	WE	24.3225	24.4525
81	WILL	24.4525	24.6925
82	GO	24.6925	24.9025
83	MEET	24.9025	25.2325
84	sp	25.2325	25.5925
85	HER	25.5925	25.9725
86	sp	25.9725	26.2125
87	WEDNESDAY	26.2125	26.7025
88	AT	26.7025	26.8225
89	THE	26.8225	26.9925
90	TRAIN	26.9925	27.4025
91	STATION	27.4025	27.8825
92	sp	27.8825	28.3425
