1	sp	0.0125	0.5625
2	PLEASE	0.5625	1.5625
3	CALL	1.5625	1.8925
4	STELLA	1.8925	2.5825
5	sp	2.5825	3.3425
6	ASK	3.3425	3.6025
7	HER	3.6025	3.7825
8	TO	3.7825	3.9725
9	BRING	3.9725	4.3025
10	THESE	4.3025	4.8925
11	sp	4.8925	5.6625
12	THINGS	5.6625	6.3225
13	sp	6.3225	6.3625
14	WITH	6.3625	6.9625
15	HER	6.9625	7.5525
16	FROM	7.5525	8.0925
17	sp	8.0925	8.4125
18	THE	8.4125	8.5025
19	STORE	8.5025	9.0825
20	sp	9.0825	9.6725
21	SIX	9.6725	10.2325
22	sp	10.2325	10.3025
23	SPOONS	10.3025	11.1025
24	sp	11.1025	11.1825
25	OF	11.1825	11.4425
26	sp	11.4425	11.9825
27	FRESH	11.9825	12.6925
28	sp	12.6925	13.1525
29	SNOW	13.1525	13.9325
30	sp	13.9325	16.1625
31	PEAS	16.1625	16.8325
32	sp	16.8325	17.1425
33	FIVE	17.1425	17.5725
34	sp	17.5725	18.0725
35	THICK	18.0725	18.6125
36	SLABS	18.6125	19.6325
37	sp	19.6325	19.6725
38	OF	19.6725	19.9925
39	sp	19.9925	20.1125
40	BLUE	20.1125	20.6225
41	sp	20.6225	21.0025
42	CHEESE	21.0025	21.5225
43	sp	21.5225	22.2125
44	AND	22.2125	22.5825
45	MAYBE	22.5825	23.0625
46	A	23.0625	23.5025
47	SNACK	23.5025	24.1625
48	sp	24.1625	25.1025
49	FOR	25.1025	25.6025
50	sp	25.6025	26.4025
51	HER	26.4025	26.8325
52	sp	26.8325	27.3125
53	BROTHER	27.3125	28.4325
54	sp	28.4325	28.9225
55	BOB	28.9225	29.3425
56	sp	29.3425	29.9525
57	WE	29.9525	30.2525
58	ALSO	30.2525	30.6425
59	NEED	30.6425	31.0625
60	A	31.0625	31.1825
61	SMALL	31.1825	31.6925
62	PLASTIC	31.6925	32.3925
63	sp	32.3925	33.4225
64	SNAKE	33.4225	33.8025
65	AND	33.8025	34.1925
66	A	34.1925	34.4625
67	BIG	34.4625	34.7525
68	sp	34.7525	34.8225
69	TOY	34.8225	35.2725
70	sp	35.2725	35.7325
71	FROG	35.7325	36.2425
72	sp	36.2425	36.3025
73	FOR	36.3025	36.7125
74	THE	36.7125	37.1725
75	KIDS	37.1725	37.6725
76	sp	37.6725	38.2725
77	SHE	38.2725	38.6025
78	CAN	38.6025	39.0925
79	SCOOP	39.0925	39.6825
80	sp	39.6825	39.9625
81	THESE	39.9625	40.5125
82	THINGS	40.5125	41.0725
83	INTO	41.0725	42.0925
84	sp	42.0925	42.6125
85	THREE	42.6125	43.0025
86	RED	43.0025	43.4525
87	BAGS	43.4525	44.0925
88	sp	44.0925	44.5125
89	AND	44.5125	44.8125
90	WE	44.8125	45.6925
91	WILL	45.6925	46.2225
92	sp	46.2225	46.3225
93	GO	46.3225	46.7725
94	MEET	46.7725	47.2025
95	sp	47.2025	47.2325
96	HER	47.2325	47.6925
97	sp	47.6925	48.5025
98	WEDNESDAY	48.5025	49.5725
99	sp	49.5725	49.6125
100	AT	49.6125	49.8625
101	THE	49.8625	51.0125
102	sp	51.0125	51.5125
103	TRAIN	51.5125	51.9525
104	sp	51.9525	52.2425
105	STATION	52.2425	52.8425
106	sp	52.8425	53.4325
